자치구코드,법정동코드,자치구명,법정동명,본번,부번,주소,사업자상호
11680,1168010500,강남구,삼성동,143,39,"서울특별시 강남구 테헤란로 425 5층[5011호](삼성동, 신일빌딩)",부강공인중개사사무소
11530,1153010800,구로구,오류동,6,344,서울특별시 구로구 고척로1길 5 ,대신공인중개사사무소
11530,1153010200,구로구,구로동,212,30,서울특별시 구로구 디지털로 273 106호(구로동),트윈공인중개사사무소
11530,1153010200,구로구,구로동,314,0,"서울특별시 구로구 구로중앙로7길 28 101호(구로동, 극동상가)",금성공인중개사사무소
11530,1153010200,구로구,구로동,725,8,서울특별시 구로구 구로동로 117 1층 일부(구로동),백초공인중개사사무소
11530,1153010200,구로구,구로동,1129,3,"서울특별시 구로구 디지털로32가길 46 102호(구로동, 로얄오피스텔)",로얄공인중개사사무소
11530,1153010200,구로구,구로동,725,8,서울특별시 구로구 구로동로 117 제1층일부(구로동),뉴타운공인중개사사무소
11530,1153010700,구로구,개봉동,126,38,서울특별시 구로구 경인로31길 108 1층(개봉동),푸르지오탑공인중개사사무소
11530,1153010700,구로구,개봉동,315,9,서울특별시 구로구 개봉로1다길 13 2층(개봉동),테라공인중개사사무소
11500,1150010500,강서구,마곡동,798,6,서울특별시 강서구 마곡중앙로 59-17 719호 (마곡동),더채움공인중개사사무소
11500,1150010500,강서구,마곡동,801,1,서울특별시 강서구 공항대로 242 1315호(마곡동),절찬공인중개사사무소
11500,1150010200,강서구,등촌동,648,5,"서울특별시 강서구 공항대로59가길 14 202호(등촌동, 아임2030 등촌역)",아임2030공인중개사사무소
11500,1150010300,강서구,화곡동,354,38,"서울특별시 강서구 강서로17다길 5-24 101호(화곡동, 로빈하우스)",로빈공인중개사사무소
11500,1150010500,강서구,마곡동,800,5,"서울특별시 강서구 공항대로 228 1011호(마곡동, 리더스타워마곡)",형제공인중개사사무소
11500,1150010100,강서구,염창동,267,18,"서울특별시 강서구 양천로 646-31 6층(염창동, 필훈빌딩)",주식회사 온누리부동산중개법인
11500,1150010500,강서구,마곡동,799,4,서울특별시 강서구 공항대로 200 806호(마곡동),원one부동산공인중개사사무소
11500,1150010500,강서구,마곡동,757,3,서울특별시 강서구 마곡중앙5로1길 20 122호(마곡동),더랜드공인중개사사무소
11500,1150010800,강서구,공항동,1350,5,서울특별시 강서구 방화대로6라길 15 (공항동),온누리공인중개사사무소
11500,1150010600,강서구,내발산동,666,0,서울특별시 강서구 강서로 328 (내발산동),부동산씨티공인중개사사무소
11500,1150010200,강서구,등촌동,527,1,서울특별시 강서구 등촌로53길 13 (등촌동),스피드공인중개사사무소
11500,1150010400,강서구,가양동,1485,0,"서울특별시 강서구 허준로 175 상가동 102호 (가양동, 가양6단지㈕)",한양공인중개사사무소
11500,1150010500,강서구,마곡동,429,0,"서울특별시 강서구 양천로47길 118 상가동 101호 (마곡동, 벽산㈕)",벽산공인중개사사무소
11500,1150010300,강서구,화곡동,1091,0,"서울특별시 강서구 화곡로13길 107 상가B동 109호 (화곡동, 화곡푸르지오㈕)",이화공인중개사사무소
11500,1150010100,강서구,염창동,292,1,"서울특별시 강서구 양천로69길 58 상가동 104호 (염창동, 동아1차㈕)",부동산월드공인중개사사무소
11500,1150010100,강서구,염창동,250,0,서울특별시 강서구 양천로 691-12 (염창동),희망공인중개사사무소
11500,1150010300,강서구,화곡동,800,9,서울특별시 강서구 곰달래로 243 (화곡동),한빛공인중개사사무소
11500,1150010300,강서구,화곡동,841,24,서울특별시 강서구 곰달래로50길 25 (화곡동),동화공인중개사사무소
11500,1150010200,강서구,등촌동,699,3,서울특별시 강서구 공항대로41길 44 108호 (등촌동),한샘공인중개사사무소
11500,1150010600,강서구,내발산동,658,0,서울특별시 강서구 공항대로38길 80 104호(내발산동),나들목부동산공인중개사사무소
11500,1150010300,강서구,화곡동,109,45,서울특별시 강서구 화곡로 200 (화곡동),대길공인중개사사무소
11500,1150010200,강서구,등촌동,647,84,서울특별시 강서구 공항대로59가길 25-6 (등촌동),꿈에그린공인중개사사무소
11500,1150010100,강서구,염창동,241,13,서울특별시 강서구 양천로 601 (염창동),금호공인중개사사무소
11500,1150010300,강서구,화곡동,918,21,서울특별시 강서구 곰달래로 104 (화곡동),미주공인중개사사무소
11500,1150010300,강서구,화곡동,1099,13,서울특별시 강서구 공항대로44길 46 (화곡동),부동산박사공인중개사사무소
11500,1150010300,강서구,화곡동,1021,6,서울특별시 강서구 강서로41길 41 (화곡동),이재공인중개사사무소
11500,1150010900,강서구,방화동,594,26,서울특별시 강서구 금낭화로 43 (방화동),길공인중개사사무소
11500,1150010900,강서구,방화동,598,43,서울특별시 강서구 방화동로 81 (방화동),덕원공인중개사사무소
11500,1150010200,강서구,등촌동,643,16,"서울특별시 강서구 화곡로66길 126 101호 (등촌동, 라테라스)",사랑공인중개사사무소
11500,1150010800,강서구,공항동,51,73,서울특별시 강서구 공항대로2길 17 (공항동),대림부동산공인중개사사무소
11500,1150010900,강서구,방화동,605,12,서울특별시 강서구 금낭화로 15 (방화동),웰빙공인중개사사무소
11500,1150010300,강서구,화곡동,29,177,서울특별시 강서구 까치산로15길 6 (화곡동),삼성공인중개사사무소
11500,1150010200,강서구,등촌동,682,0,"서울특별시 강서구 강서로 460 106호 (등촌동, 평안빌딩)",성실공인중개사사무소
11500,1150010300,강서구,화곡동,834,14,서울특별시 강서구 곰달래로31가길 100 (화곡동),스카이공인중개사사무소
11500,1150010300,강서구,화곡동,370,77,서울특별시 강서구 가로공원로76길 43 (화곡동) ,SK부동산중개사무소
11500,1150010900,강서구,방화동,451,46,서울특별시 강서구 금낭화로 96 (방화동),자이공인중개사사무소
11470,1147010200,양천구,목동,405,280,서울특별시 양천구 오목로 318 2층 202호(목동),급매물공인중개사사무소
11470,1147010300,양천구,신월동,122,15,서울특별시 양천구 곰달래로 25 1층 (신월동),제일공인중개사사무소
11470,1147010300,양천구,신월동,1075,0,서울특별시 양천구 남부순환로83길 17 상가동 지1층 1-20호,목동센트럴365공인중개사사무소
11470,1147010300,양천구,신월동,110,18,서울특별시 양천구 곰달래로5길 26 1층,경희공인중개사사무소
11470,1147010200,양천구,목동,615,5,서울특별시 양천구 목동중앙북로4길 16 1층,세계공인중개사사무소
11470,1147010100,양천구,신정동,336,0,"서울특별시 양천구 신목로2길 11 ,청구상가동 104호(신정동, 청구아파트)",목동청구공인중개사사무소
11470,1147010300,양천구,신월동,487,18,서울특별시 양천구 오목로9길 16 (신월동),골든공인중개사사무소
11470,1147010100,양천구,신정동,329,0,"서울특별시 양천구 목동동로 130 상가씨동 119호(신정동, 목동신시가지아파트14단지)",목동영진공인중개사사무소
11470,1147010200,양천구,목동,729,1,"서울특별시 양천구 목동중앙남로3가길 50 101호(목동, 의담탑스빌)",허브공인중개사사무소
11470,1147010200,양천구,목동,405,61,서울특별시 양천구 목동동로14길 12 (목동),수목공인중개사사무소
11470,1147010100,양천구,신정동,1006,2,서울특별시 양천구 목동로 173 (신정동),세무사부동산공인중개사사무소
11470,1147010200,양천구,목동,796,4,서울특별시 양천구 목동중앙서로 20 1층(목동),좋은집행정사공인중개사사무소
11470,1147010300,양천구,신월동,941,1,서울특별시 양천구 지양로7길 14 (신월동),평화공인중개사사무소
11470,1147010300,양천구,신월동,556,26,서울특별시 양천구 남부순환로83길 17 100동 119호,해뜨는부동산공인중개사사무소
11470,1147010100,양천구,신정동,973,39,"서울특별시 양천구 오목로24길 29 , 101호(신정동, 신성 스카이뷰)",신정네거리역부동산공인중개사사무소
11470,1147010100,양천구,신정동,978,12,서울특별시 양천구 신월로35길 1 (신정동),드림공인중개사사무소
11470,1147010200,양천구,목동,747,7,서울특별시 양천구 목동중앙본로 29 (목동),목동희망공인중개사사무소
11470,1147010200,양천구,목동,740,5,서울특별시 양천구 목동중앙본로7길 31 (목동),동호부동산공인중개사사무소
11470,1147010300,양천구,신월동,474,10,"서울특별시 양천구 중앙로 327 101호(신월동, 한울스위트하우스)",누리부동산공인중개사사무소
11470,1147010100,양천구,신정동,1259,0,"서울특별시 양천구 신정로 293 상가동 106호(신정동, 신트리1단지아파트)",동국공인중개사사무소
11470,1147010100,양천구,신정동,1296,0,"서울특별시 양천구 목동동로 180 상가동 101호(신정동, 신정동아이파크)",신세계공인중개사사무소
11470,1147010300,양천구,신월동,986,8,"서울특별시 양천구 지양로 25 106호(신월동, 용민아파트)",으뜸공인중개사사무소
11470,1147010100,양천구,신정동,922,21,"서울특별시 양천구 오목로 155-6 B01호(신정동, 스톤쉐르빌)",청우부동산공인중개사사무소
11470,1147010300,양천구,신월동,548,6,서울특별시 양천구 신월로10길 2 (신월동),채움공인중개사사무소
11470,1147010100,양천구,신정동,922,21,"서울특별시 양천구 오목로 155-6 ,B01호(신정동, 스톤세르빌)",청우공인중개사사무소
11470,1147010300,양천구,신월동,538,4,"서울특별시 양천구 신월로15길 9 103호(신월동, 연흥아파트)",으뜸공인중개사사무소
11470,1147010100,양천구,신정동,1022,9,서울특별시 양천구 중앙로32길 55 108호(신정동),수석공인중개사사무소
11470,1147010200,양천구,목동,902,0,"서울특별시 양천구 목동서로 70 , 상가동 118호 (목동, 목동신시가지아파트2단지)",목동대산공인중개사사무소
11470,1147010100,양천구,신정동,1183,32,서울특별시 양천구 중앙로43길 9 (신정동),황금공인중개사사무소
11470,1147010200,양천구,목동,632,1,서울특별시 양천구 목동중앙북로8길 71 B2층 1호(목동),롯데캐슬명품공인중개사사무소
11470,1147010300,양천구,신월동,159,52,서울특별시 양천구 남부순환로40길 14 1층,뉴다정한공인중개사사무소
11470,1147010200,양천구,목동,632,1,"서울특별시 양천구 목동중앙북로8길 71 (목동, 목동롯데캐슬마에스트로아파트)",목동마에공인중개사사무소
11470,1147010100,양천구,신정동,1028,14,서울특별시 양천구 은행정로5길 32 신정동,진영(02-2653-4545)단지앞공인중개사사무소
11470,1147010100,양천구,신정동,1276,0,"서울특별시 양천구 신정로 290 , 상가동 102호 (신정동, 신트리3단지아파트)",믿음공인중개사사무소
11470,1147010100,양천구,신정동,1323,0,"서울특별시 양천구 중앙로36길 15 상가1동105호(신정동, 목동힐스테이트)",럭키목동공인중개사사무소
11470,1147010200,양천구,목동,907,23,"서울특별시 양천구 목동동로 391 102호(목동, 현대파크빌)",파크빌부동산공인중개사사무소
11470,1147010300,양천구,신월동,532,1,"서울특별시 양천구 신월로17길 16 , 101호 (신월동, 베스티빌)",스마일공인중개사사무소
11470,1147010200,양천구,목동,903,0,"서울특별시 양천구 목동서로 100 상가동 104-2호 (목동, 목동아파트3단지)",장수공인중개사사무소
11470,1147010100,양천구,신정동,965,14,서울특별시 양천구 중앙로46길 23 (신정동),에이스공인중개사사무소
11470,1147010300,양천구,신월동,481,1,"서울특별시 양천구 중앙로53길 41 , 101호 (신월동, 우진베스트빌)",이화공인중개사사무소
11470,1147010300,양천구,신월동,961,4,서울특별시 양천구 지양로 72 1층,서울공인중개사사무소
11470,1147010100,양천구,신정동,975,39,서울특별시 양천구 오목로38길 32 (신정동),신나라공인중개사사무소
11470,1147010300,양천구,신월동,581,10,서울특별시 양천구 남부순환로83길 47 400동 128호,목동자매공인중개사사무소
11470,1147010100,양천구,신정동,1273,0,"서울특별시 양천구 신정로 300 ,상가동 101호 (신정동, 신정5차현대아파트)",한국공인중개사사무소
11470,1147010300,양천구,신월동,1063,0,"서울특별시 양천구 중앙로29길 61 , 상가동 107호 (신월동, 신정뉴타운롯데캐슬)",롯데가인공인중개사사무소
11470,1147010100,양천구,신정동,318,17,"서울특별시 양천구 목동서로 291 , 107호 (신정동, 제이월드빌)",뉴월드공인중개사사무소
11470,1147010200,양천구,목동,960,0,"서울특별시 양천구 목동중앙북로 7 , 113호 (목동, 목동신한아파트)",함께하는 우리공인중개사사무소
11470,1147010200,양천구,목동,907,7,"서울특별시 양천구 목동서로 61 , 104호 (목동, 양지빌딩)",우주공인중개사사무소
11470,1147010100,양천구,신정동,1028,8,서울특별시 양천구 은행정로5길 26 1층 (신정동),힐스테이트공인중개사사무소
11470,1147010100,양천구,신정동,980,11,"서울특별시 양천구 은행정로 31 , 1층 (신정동)",조은공인중개사사무소
11470,1147010100,양천구,신정동,337,0,"서울특별시 양천구 목동남로4길 6-23 , 상가씨동 104호 (신정동, 목동2차우성아파트)",세종공인중개사사무소
11470,1147010100,양천구,신정동,1026,2,"서울특별시 양천구 신월로 340 , 102호 (신정동)",성원공인중개사사무소
11470,1147010100,양천구,신정동,311,0,"서울특별시 양천구 목동서로 400 , 상가비동 106호 (신정동, 목동아파트10단지)",목동삼성공인중개사사무소
11470,1147010300,양천구,신월동,1078,0,"서울특별시 양천구 남부순환로83길 47 상가동 4-1(신월동, 목동센트럴아이파크위브 4단지)",목센아뉴타운공인중개사사무소
11470,1147010200,양천구,목동,750,7,"서울특별시 양천구 목동중앙본로 28 , 1층 (목동)",삼성공인중개사사무소
11470,1147010200,양천구,목동,526,21,서울특별시 양천구 목동중앙북로16길 15 1층왼쪽 (목동),정우공인중개사사무소
11470,1147010200,양천구,목동,802,1,"서울특별시 양천구 목동중앙로1길 11 1층 (목동, 유원빌딩)",대원부동산공인중개사사무소
11470,1147010200,양천구,목동,526,20,"서울특별시 양천구 목동중앙북로16길 11 , 101호 (목동, 진주빌)",은행공인중개사사무소
11470,1147010100,양천구,신정동,928,10,서울특별시 양천구 오목로 143 (신정동),리치공인중개사사무소
11470,1147010300,양천구,신월동,591,1,서울특별시 양천구 중앙로29길 55 상가동 2층 2호(신월동),목동래미안공인중개사사무소
11470,1147010200,양천구,목동,901,0,"서울특별시 양천구 목동서로 38 , 상가A동 111호 (목동, 목동아파트1단지)",신목동공인중개사사무소
11470,1147010100,양천구,신정동,296,35,"서울특별시 양천구 신목로 45 , 1층 (신정동)",하나공인중개사사무소
11470,1147010200,양천구,목동,903,0,"서울특별시 양천구 목동서로 100 ,상가동 103-1호 (목동, 목동아파트3단지)",목동스피드공인중개사사무소
11470,1147010100,양천구,신정동,312,0,"서울특별시 양천구 목동서로 340 , 상가에이동 121호 (신정동, 목동아파트9단지)",목동엄지공인중개사사무소
11470,1147010100,양천구,신정동,1316,0,"서울특별시 양천구 신정이펜1로 50 , 상가 106호 (신정동, 신정이펜하우스3단지)",마이홈공인중개사사무소
11470,1147010200,양천구,목동,730,10,서울특별시 양천구 목동중앙남로5길 50 (목동),태평양공인중개사사무소
11470,1147010100,양천구,신정동,1194,3,"서울특별시 양천구 중앙로29길 120-11 , 상가3호 (신정동, 정은스카이빌)",114공인중개사사무소
11470,1147010200,양천구,목동,725,14,"서울특별시 양천구 목동중앙남로9길 24 , (목동)",목동복공인중개사사무소
11470,1147010200,양천구,목동,912,0,"서울특별시 양천구 목동동로 350 1층101호(목동,목동신시가지아파트복지시설5단지 나동)",박라영공인중개사사무소
11530,1153010200,구로구,구로동,182,13,"서울특별시 구로구 디지털로 306 106호 일부(구로동, 대륭포스트타워2차)",P.Key(피키)공인중개사사무소
11530,1153010200,구로구,구로동,1259,0,"서울특별시 구로구 구일로2길 60 201동 105호(구로동, 구일우성아파트상가)",세종공인중개사사무소
11530,1153010200,구로구,구로동,222,31,"서울특별시 구로구 디지털로26길 123 107호(구로동, 지플러스타워)",(주)지플러스부동산중개법인
11530,1153010200,구로구,구로동,97,3,"서울특별시 구로구 가마산로 282 918호(구로동, 대림오피스밸리)",에비뉴공인중개사사무소
11530,1153010900,구로구,궁동,280,2,서울특별시 구로구 부일로17길 157 지층 1호(궁동),ABLE공인중개사사무소
11530,1153010200,구로구,구로동,486,10,서울특별시 구로구 구로동로 216 1층 일부(구로동),충북사공인중개사사무소
11530,1153010200,구로구,구로동,1280,0,"서울특별시 구로구 디지털로31길 120 상가2동 208호(구로동, 한신휴플러스아파트)",행운공인중개사사무소
11530,1153010200,구로구,구로동,42,0,"서울특별시 구로구 새말로18길 64 상가동 106호일부 (구로동, LG신도림자이아파트)",다올공인중개사사무소
11530,1153010900,구로구,궁동,212,3,"서울특별시 구로구 오리로15길 42 1층 일부(궁동,덕화빌딩)",우신공인중개사사무소
11530,1153010900,구로구,궁동,212,14,"서울특별시 구로구 오리로 1262 1층(궁동, 효명빌딩)",오성공인중개사사무소
11530,1153011000,구로구,온수동,61,1,서울특별시 구로구 부일로1가길 8 1층 3호(온수동),모아부동산공인중개사사무소
11530,1153010800,구로구,오류동,9,3,"서울특별시 구로구 고척로 6 101호 (오류동, 한백힐아파트)",안타부동산공인중개사사무소
11530,1153011200,구로구,항동,121,1,"서울특별시 구로구 서해안로 2096 104호 일부(항동, 청솔프라자)",항동명품공인중개사사무소
11530,1153010600,구로구,고척동,52,41,서울특별시 구로구 경인로47길 66 102호 (고척동),풍원부동산공인중개사사무소
11530,1153010100,구로구,신도림동,419,4,"서울특별시 구로구 경인로63길 11 상가 113호 (신도림동,크라운빌Ⅱ)",삼영공인중개사사무소
11530,1153010200,구로구,구로동,1280,0,"서울특별시 구로구 디지털로31길 120 상가2동 211호(구로동, 한신휴아파트)",한신공인중개사사무소
11530,1153010700,구로구,개봉동,342,15,서울특별시 구로구 개봉로11길 54 1층 102호 (개봉동),상록부동산공인중개사사무소
11530,1153010200,구로구,구로동,1267,0,"서울특별시 구로구 새말로 93 제상가1동 103호 (구로동, 신도림태영타운)",대명신도림공인중개사사무소
11530,1153010200,구로구,구로동,100,2,서울특별시 구로구 가마산로23길 23 1층 일부(구로동),베테랑공인중개사사무소
11530,1153010700,구로구,개봉동,70,16,"서울특별시 구로구 경인로 237 103호(개봉동, 우분투포레스트)",포레스트부동산공인중개사사무소
11530,1153010200,구로구,구로동,97,3,"서울특별시 구로구 가마산로 282 103호 (구로동, 대림오피스밸리)",씨유부동산공인중개사사무소
11530,1153010900,구로구,궁동,189,74,서울특별시 구로구 부일로15길 40 1층 일부(궁동),연세엘림공인중개사사무소
11530,1153010200,구로구,구로동,528,7,"서울특별시 구로구 구로중앙로28길 31 401호(구로동,성화빌딩)",남양공인중개사사무소
11530,1153010100,구로구,신도림동,271,25,"서울특별시 구로구 신도림로19길 144 103동 1309호(신도림동, 신도림삼성쉐르빌)",마리오공인중개사사무소
11530,1153010200,구로구,구로동,106,2,서울특별시 구로구 공원로 11 대림역포스큐 103호,포스큐공인중개사사무소
11530,1153010100,구로구,신도림동,337,0,"서울특별시 구로구 경인로 661 101-1123호 (신도림동,신도림1차푸르지오)",제이앤오피스부동산중개
11530,1153010200,구로구,구로동,1263,0,"서울특별시 구로구 새말로 31 상가 105호 (구로동, 롯데구로아파트)",미래공인중개사사무소
11530,1153010700,구로구,개봉동,476,0,서울특별시 구로구 경인로 382 ,중앙부동산공인중개사사무소
11530,1153010200,구로구,구로동,104,8,"서울특별시 구로구 가마산로 285 102호(구로동,비즈트위트레드)",레드부동산공인중개사사무소
11530,1153010900,구로구,궁동,280,2,서울특별시 구로구 부일로17길 157 (궁동),스마트공인중개사사무소
11530,1153010200,구로구,구로동,187,3,서울특별시 구로구 도림천로 448 ,유토피아공인중개사사무소
11530,1153010200,구로구,구로동,170,13,"서울특별시 구로구 디지털로33길 50 102호 일부(구로동, 벽산디지털밸리7차)",벽산공인중개사사무소
11530,1153010200,구로구,구로동,571,16,서울특별시 구로구 새말로8길 3 ,라인공인중개사사무소
11530,1153010700,구로구,개봉동,319,21,서울특별시 구로구 개봉로17바길 52 (개봉동),하늘공인중개사사무소
11500,1150010300,강서구,화곡동,372,116,서울특별시 강서구 가로공원로 176 (화곡동),미래공인중개사사무소
11500,1150010400,강서구,가양동,1490,0,"서울특별시 강서구 허준로 234 상가동 104호 (가양동, 가양9단지㈕)",하나로공인중개사사무소
11500,1150010100,강서구,염창동,250,27,서울특별시 강서구 양천로75길 7 (염창동),드림공인중개사사무소
11500,1150010900,강서구,방화동,495,46,서울특별시 강서구 양천로 31 (방화동),백년이웃부동산공인중개사사무소
11500,1150010900,강서구,방화동,192,3,서울특별시 강서구 방화동 192-3 ,나들목공인중개사사무소
11500,1150010600,강서구,내발산동,681,15,서울특별시 강서구 강서로47길 40 (내발산동),유명부동산공인중개사사무소
11500,1150010100,강서구,염창동,288,0,"서울특별시 강서구 양천로75길 57 상가동 106호 (염창동, 현대㈕)",현대공인중개사사무소
11500,1150010500,강서구,마곡동,743,4,"서울특별시 강서구 마곡서로 133 714동 101호(마곡동, 마곡엠밸리7단지)",현대부동산공인중개사사무소
11500,1150010200,강서구,등촌동,509,5,서울특별시 강서구 등촌로53길 5 1층(등촌동),등촌힐스탑부동산공인중개사사무소
11500,1150010100,강서구,염창동,266,12,서울특별시 강서구 공항대로59다길 131 105동 202호(염창동),한빛뉴스토리공인중개사사무소
11500,1150010300,강서구,화곡동,354,76,"서울특별시 강서구 강서로17라길 11 101호(화곡동, 까사지오)",나라공인중개사사무소
11500,1150010500,강서구,마곡동,799,16,서울특별시 강서구 마곡중앙2로 11 109호(마곡동),마곡다짐공인중개사사무소
11500,1150010600,강서구,내발산동,749,0,"서울특별시 강서구 수명로2길 105 상가동 102호(내발산동, 마곡수명산파크5단지아파트) ",세븐공인중개사사무소
11500,1150010500,강서구,마곡동,757,3,서울특별시 강서구 마곡중앙5로1길 20 413호(마곡동),모두공인중개사사무소
11500,1150010300,강서구,화곡동,53,7,서울특별시 강서구 초록마을로 33 1층(화곡동),하나공인중개사사무소
11500,1150010300,강서구,화곡동,1075,11,서울특별시 강서구 강서로 161-3 101호(화곡동),화곡114부동산공인중개사사무소
11500,1150010200,강서구,등촌동,717,0,"서울특별시 강서구 양천로 470 B-226호~B-228호(등촌동, 그레이스힐)",그레이스힐부동산공인중개사사무소
11500,1150010200,강서구,등촌동,14,7,서울특별시 강서구 양천로 424 125호(등촌동),강서데시앙부동산공인중개사사무소
11500,1150010300,강서구,화곡동,426,3,서울특별시 강서구 곰달래로 89 1층(화곡동),유림부동산공인중개사사무소
11500,1150010500,강서구,마곡동,799,1,서울특별시 강서구 공항대로 186 104호(마곡동),마곡엘리트부동산공인중개사사무소
11500,1150010300,강서구,화곡동,1048,43,서울특별시 강서구 화곡로21길 18-1 1층(화곡동),강서대한공인중개사사무소
11500,1150010500,강서구,마곡동,799,1,서울특별시 강서구 공항대로 186 125호(마곡동),마곡역제일부동산공인중개사사무소
11500,1150010200,강서구,등촌동,512,7,서울특별시 강서구 등촌로39길 6 1층 9호(등촌동),현대공인중개사사무소
11500,1150010500,강서구,마곡동,798,6,서울특별시 강서구 마곡중앙로 59-17 216호(마곡동),인타워부동산공인중개사사무소
11500,1150010500,강서구,마곡동,799,1,서울특별시 강서구 공항대로 186 115호(마곡동),넘버원부동산공인중개사사무소
11500,1150010500,강서구,마곡동,743,4,"서울특별시 강서구 마곡서로 133 701동 104호(마곡동, 마곡엠밸리7단지)",마곡마이스부동산공인중개사사무소
11500,1150010100,강서구,염창동,282,34,서울특별시 강서구 공항대로75길 8 나동(염창동),꿈에그린공인중개사사무소
11500,1150010100,강서구,염창동,66,9,"서울특별시 강서구 양천로67길 77 상가동 103호, 104호(염창동, 우성1차아파트)",우성공인중개사사무소
11500,1150010600,강서구,내발산동,714,4,"서울특별시 강서구 강서로45길 49-4 상가-2호(내발산동, 태승훼미리아파트5차)",좋은날공인중개사사무소
11500,1150010500,강서구,마곡동,799,4,서울특별시 강서구 공항대로 200 705호(마곡동),유포리아공인중개사사무소
11500,1150010200,강서구,등촌동,566,13,서울특별시 강서구 등촌로 73 1층(등촌동),원부동산공인중개사사무소
11500,1150010500,강서구,마곡동,739,1,서울특별시 강서구 방화대로 294 907호(마곡동),공인중개사사무소인본
11500,1150010800,강서구,공항동,22,85,"서울특별시 강서구 공항대로7길 27 106호(공항동, 청성스카이)",부동산우리공인중개사사무소
11500,1150010600,강서구,내발산동,691,0,서울특별시 강서구 강서로47길 113 104호(내발산동),수명산부자부동산공인중개사사무소
11500,1150010500,강서구,마곡동,777,5,서울특별시 강서구 마곡동로10길 46 312호,꿀벌공인중개사사무소
11440,1144010200,마포구,공덕동,479,0,"서울특별시 마포구 백범로31길 7 근린생활시설(획지1)동 B112호(공덕동,SK리더스뷰)",공덕엘지공인중개사사무소
11440,1144010700,마포구,마포동,136,1,서울특별시 마포구 마포대로 12 9층907호 일부(마포동),메타컨설팅공인중개사사무소
11440,1144012000,마포구,서교동,353,1,"서울특별시 마포구 양화로 133 708호(서교동,서교타워)",홍대리치공인중개사사무소
11440,1144010100,마포구,아현동,801,0,서울특별시 마포구 마포대로24길 4 1층 110호(아현동),마포공덕자이공인중개사사무소
11440,1144012600,마포구,중동,81,1,서울특별시 마포구 성암로 131 1층(중동),JOY공인중개사사무소
11440,1144012500,마포구,성산동,446,0,"서울특별시 마포구 월드컵북로 233 1상가동 101호(성산동, 성산시영아파트)",참소망공인중개사사무소
11440,1144012100,마포구,동교동,165,8,서울특별시 마포구 양화로 156 1601호(동교동),오성별공인중개사사무소
11440,1144010300,마포구,신공덕동,172,0,"서울특별시 마포구 백범로 205 101동 지하2층 B204호(신공덕동, 펜트라우스)",파크원(단지내)공인중개사사무소
11440,1144012100,마포구,동교동,165,8,서울특별시 마포구 양화로 156 1601호(동교동),팰리스1601호공인중개사사무소
11440,1144010200,마포구,공덕동,463,0,서울특별시 마포구 마포대로 173 101호(공덕동),마포다리공인중개사사무소
11440,1144012000,마포구,서교동,344,6,"서울특별시 마포구 와우산로23길 9 115호, 116호(서교동)",홍대부동산중개공인중개사사무소
11440,1144012700,마포구,상암동,1734,0,서울특별시 마포구 구룡길 19 C1022호(상암동),국토공인중개사사무소
11440,1144010500,마포구,용강동,122,16,서울특별시 마포구 토정로32길 4 1층 일부(용강동),멤버스공인중개사사무소
11440,1144011500,마포구,상수동,143,31,서울특별시 마포구 와우산로10길 3 지1층 일부(상수동),Be-공인중개사사무소
11440,1144010200,마포구,공덕동,105,63,서울특별시 마포구 마포대로14길 17 1층(공덕동),한결공인중개사사무소
11440,1144010900,마포구,염리동,93,1,서울특별시 마포구 숭문길 32 1층 좌측(염리동),염리큰소망공인중개사사무소
11440,1144010500,마포구,용강동,494,38,서울특별시 마포구 토정로 259 4층(용강동),주식회사 와이제이부동산중개
11440,1144010200,마포구,공덕동,21,2,서울특별시 마포구 만리재옛길 68-1 1층좌측(공덕동),삼원공인중개사사무소
11440,1144010400,마포구,도화동,25,13,서울특별시 마포구 마포대로 92 A블럭 3층 일부(도화동),(엄지척계약많이하는)엄지척공인중개사사무소
11440,1144010200,마포구,공덕동,456,0,"서울특별시 마포구 만리재로 14 제808호 (공덕동, 한국사회복지회관 르네상스타워)",오세열공인중개사사무소
11440,1144010900,마포구,염리동,532,0,서울특별시 마포구 대흥로24길 24 상가D동 지하1층103호(염리동),자이1번지(단지내)공인중개사사무소
11440,1144010200,마포구,공덕동,476,0,"서울특별시 마포구 백범로 152 202동 12호(공덕동, 공덕자이파크)",카카오부동산공인중개사사무소
11440,1144011000,마포구,노고산동,19,52,서울특별시 마포구 백범로1길 60 1층(노고산동),신촌부동산멘토공인중개사사무소
11440,1144012000,마포구,서교동,449,4,서울특별시 마포구 월드컵북로 47 1층(서교동),꼭부동산중개사무소
11440,1144010800,마포구,대흥동,2,64,서울특별시 마포구 대흥로30길 6-6 제1층 (대흥동),큰소망공인중개사사무소
11440,1144012200,마포구,합정동,437,31,서울특별시 마포구 월드컵로5길 74 1층(합정동),다부자공인중개사사무소
11440,1144010800,마포구,대흥동,12,6,서울특별시 마포구 신촌로 180 1층(대흥동),이대역공인중개사사무소
11440,1144012400,마포구,연남동,487,377,서울특별시 마포구 성미산로17길 111 1층(연남동),청운공인중개사사무소
11440,1144011500,마포구,상수동,402,0,"서울특별시 마포구 독막로20나길 22 상가동 103호(상수동, 래미안밤섬리베뉴1)",한샘(단지내)부동산공인중개사사무소
11440,1144012400,마포구,연남동,509,14,서울특별시 마포구 연남로 41 1층(연남동),바로공인중개사사무소
